news_id,tweet_id
0,1252387836239593472
0,1223121049325228034
0,1223121502838521861
0,1223141036354162689
0,1223148934538854400
0,1223283984546910210
0,1223284258204213253
0,1223285853352550401
0,1223290944268537862
0,1223295098106056711
0,1223295413882642433
0,1223325556483051520
0,1223390655633743872
0,1223426255795769346
0,1223426429901320192
0,1223427100276817921
0,1223120931377123329
0,1223118424814968832
0,1223117984224301058
0,1223094619946156033
0,1222928454896836609
0,1222928545564872709
0,1222928786364104704
0,1222929565309255681
0,1222930494410514432
0,1222938091150888960
0,1222969351478763521
0,1223427554125721600
0,1222973613869060096
0,1222982488961822722
0,1223003074907791361
0,1223015463623331840
0,1223017831656083456
0,1223051128461496326
0,1223080774691442689
0,1223094462647296000
0,1222979257313513473
0,1222923107091894273
0,1223428156792590336
0,1223429899400118275
0,1223625795358330883
0,1223645338105499648
0,1223646246394646528
0,1223649842641211393
0,1223656770691911686
0,1223697942436929536
0,1223796908050800646
0,1223797186967683073
0,1223797459836526592
0,1223797479499395073
0,1223797584243961858
0,1223797896484663296
0,1223800596844642305
0,1223801253865480193
0,1223820445071421440
0,1223623582804299784
0,1223621934849519616
0,1223620893089206274
0,1223619453990178816
0,1223432301708824586
0,1223443668494716933
0,1223445515775414274
0,1223445789755740161
0,1223446271144472576
0,1223446653530669058
0,1223446850415616002
0,1223429256434409478
0,1223447466164379649
0,1223449406306947072
0,1223458329294446592
0,1223467053291622400
0,1223603330112462848
0,1223611576260972545
0,1223617907743252480
0,1223618945703301121
0,1223447930587185152
0,1222920965702598656
0,1222918389401735168
0,1222918325451149314
0,1222185949259497472
0,1222186000325193728
0,1222187015359401985
0,1222190469477568514
0,1222190903567290368
0,1222191269281136641
0,1222192733642788865
0,1222194323229310976
0,1222197032732856320
0,1222200263144083458
0,1222201764578918400
0,1222203188033605633
0,1222204447947771905
0,1222205817186811905
0,1222211033986748418
0,1222184959894589442
0,1222184504539975680
0,1222184407466799105
0,1222184314307252225
0,1222163772061581312
0,1222163936302129158
0,1222164889462022144
0,1222165280048271360
0,1222165392795164672
0,1222165620738928640
0,1222166947820793856
0,1222212467255926784
0,1222166984479137792
0,1222169156918874112
0,1222170997094174720
0,1222171043114180610
0,1222173948898619403
0,1222176437169467397
0,1222179447828287489
0,1222183948383674373
0,1222168388316909570
0,1222236037650550787
0,1222238685715935233
0,1222239056370659328
0,1222719694622334981
0,1222720017298599936
0,1222721469697884166
0,1222723997143654401
0,1222736385116786690
0,1222747169746112512
0,1222752351615967232
0,1222718220559360002
0,1222817448119824384
0,1222878794404352001
0,1222908173436309505
0,1222911025051242498
0,1222911040079433731
0,1222912443828957184
0,1222914287531724802
0,1222917292301918209
0,1222846966520057858
0,1223820481670844417
0,1222709856685129728
0,1222698744665137152
0,1222242581100158976
0,1222261333627850752
0,1222272356791525376
0,1222272829577666560
0,1222294604768251904
0,1222561624147382272
0,1222561660591730690
0,1222707952408199175
0,1222571284082675713
0,1222580425773678593
0,1222601268226613265
0,1222622050679914502
0,1222638384851685377
0,1222672141604311040
0,1222687245951545344
0,1222687767035043840
0,1222577070238244865
0,1223820600835219457
0,1223824234230767617
0,1223954096757125121
0,1225002457920610304
0,1225002632177233922
0,1225002670743859200
0,1225003436179165184
0,1225003759870382081
0,1225004545304092672
0,1225004742692093952
0,1225005476502523904
0,1225005539756793858
0,1225005648275890176
0,1225005718761177088
0,1225006917925396480
0,1225008471621242881
0,1225008619168653312
0,1225011780256247808
0,1225002129737175040
0,1225002105380986881
0,1225002098816962560
0,1225002009373347841
0,1224742903785893888
0,1224759312888684544
0,1224761069853462529
0,1224797378122674176
0,1224812610635341824
0,1224827105948532736
0,1224834043012960256
0,1225013569638539264
0,1224996759635660800
0,1224997931058696192
0,1224998611370631168
0,1224998630920093696
0,1224999336469073920
0,1224999902104772608
0,1225001166951464960
0,1225001332526002176
0,1224997282862522368
0,1225013920198512640
0,1225014628339666945
0,1225014885823606785
0,1225034168184131584
0,1225034300070006786
0,1225045769113063424
0,1225049343591419904
0,1225049857615974400
0,1225052821529038848
0,1225054384582807552
0,1225033789740605441
0,1225054546516434945
0,1225057557372272640
0,1225060739070812160
0,1225062617066233857
0,1225062746494062594
0,1225063946903621632
0,1225066846551887872
0,1225070084697337859
0,1225055166157557760
0,1224742309037858817
0,1225032002837057537
0,1225031606638981121
0,1225017454176489472
0,1225017688738627589
0,1225017972298801152
0,1225018647766126592
0,1225019088050774018
0,1225019339037868033
0,1225019937376346112
0,1225031627799236610
0,1225020067873607681
0,1225022895220498432
0,1225023914553888768
0,1225025165823746048
0,1225025844206325764
0,1225027735736569857
0,1225028301883957248
0,1225030953258508291
0,1225021358565928962
0,1222163608483713024
0,1224738534533165056
0,1224733680406597632
0,1224156032823373825
0,1224156104973746176
0,1224162533227081728
0,1224183188148424704
0,1224183658107502593
0,1224183674234601474
0,1224183703326330880
0,1224183798700691456
0,1224187665110781952
0,1224188380210053121
0,1224193784482680832
0,1224199559858941952
0,1224251381629931520
0,1224319272480059393
0,1224321218272210945
0,1224154315323052032
0,1224153790611324928
0,1224152349800665088
0,1224152183215706112
0,1223954159440945154
0,1223974712222666752
0,1224003652752420864
0,1224004623486390272
